区分,薬価基準収載医薬品コード,成分名,規格,,,,品名,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考
注射薬,6343410X6144,人血清アルブミン,２０％５０ｍＬ１瓶,,,,アルブミン－ベーリング２０％静注１０．０ｇ／５０ｍＬ,ＣＳＬベーリング,,,,4974,,
注射薬,6343410X6179,人血清アルブミン,２０％５０ｍＬ１瓶,,,,献血アルブミン２０％静注１０ｇ／５０ｍＬ「ＪＢ」,日本血液製剤機構,,,,4974,,
注射薬,6343410X6195,人血清アルブミン,２０％５０ｍＬ１瓶,,,,献血アルブミン２０％静注１０ｇ／５０ｍＬ「ＫＭＢ」,ＫＭバイオロジクス,,,,4974,,
注射薬,6343410X6209,人血清アルブミン,２０％５０ｍＬ１瓶,,,,献血アルブミン２０％静注１０ｇ／５０ｍＬ「タケダ」,武田薬品工業,,,,4974,,
注射薬,6343410X7027,人血清アルブミン,２５％１００ｍＬ１瓶,,,,献血アルブミン２５％静注２５ｇ／１００ｍＬ「ＫＭＢ」,ＫＭバイオロジクス,,,,9069,,
注射薬,6343411X1015,乾燥人フィブリノゲン,１ｇ１瓶（溶解液付）,,,,乾燥人フィブリノゲン,,,,,94077,,
注射薬,6343412X1010,人免疫グロブリン,１５０ｍｇ１ｍＬ,局,,,人免疫グロブリン,,,,,1370,,
注射薬,6343412X1168,人免疫グロブリン,１５０ｍｇ１ｍＬ,局,,,グロブリン筋注４５０ｍｇ／３ｍＬ「ＪＢ」,日本血液製剤機構,,,,1370,,
注射薬,6343412X1176,人免疫グロブリン,１５０ｍｇ１ｍＬ,局,,,グロブリン筋注１５００ｍｇ／１０ｍＬ「ＪＢ」,日本血液製剤機構,,,,1370,,
注射薬,6343414X2058,乾燥人血液凝固因子抗体迂回活性複合体,１，０００単位２０ｍＬ１瓶（溶解液付）,,,,ファイバ静注用１０００,武田薬品工業,,,,190142,,
注射薬,6343415G1021,抗破傷風人免疫グロブリン,２５０国際単位１ｍＬ１筒,,,,テタガムＰ筋注シリンジ２５０,ＣＳＬベーリング,,,,4802,,
注射薬,6343415X1013,抗破傷風人免疫グロブリン,２５０国際単位１管,,,,抗破傷風人免疫グロブリン,,,,,3628,,
注射薬,6343419X1011,人ハプトグロビン,２，０００単位１００ｍＬ１瓶,,,,人ハプトグロビン,,,,,91194,,
注射薬,6343420X2029,乾燥イオン交換樹脂処理人免疫グロブリン,５ｇ９６ｍＬ１瓶（溶解液付）,,,,ガンマガード静注用５ｇ,武田薬品工業,,,,24080,,
注射薬,6343423X1018,乾燥抗ＨＢｓ人免疫グロブリン,２００単位１ｍＬ１瓶（溶解液付）,,,,乾燥抗ＨＢｓ人免疫グロブリン,,,,,8838,,
注射薬,6343423X1050,乾燥抗ＨＢｓ人免疫グロブリン,２００単位１ｍＬ１瓶（溶解液付）,,,,乾燥ＨＢグロブリン筋注用２００単位「ニチヤク」,武田薬品工業,,,,11512,,
注射薬,6343423X2014,乾燥抗ＨＢｓ人免疫グロブリン,１，０００単位５ｍＬ１瓶（溶解液付）,,,,乾燥抗ＨＢｓ人免疫グロブリン,,,,,36843,,
注射薬,6343423X2057,乾燥抗ＨＢｓ人免疫グロブリン,１，０００単位５ｍＬ１瓶（溶解液付）,,,,乾燥ＨＢグロブリン筋注用１０００単位「ニチヤク」,武田薬品工業,,,,36939,,
注射薬,6343424D2012,乾燥濃縮人アンチトロンビンⅢ,５００単位１瓶（溶解液付）,,,,乾燥濃縮人アンチトロンビンⅢ,,,,,21098,,
注射薬,6343424D3019,乾燥濃縮人アンチトロンビンⅢ,１，５００単位１瓶（溶解液付）,,,,乾燥濃縮人アンチトロンビンⅢ,,,,,54896,,
注射薬,6343426D1023,乾燥濃縮人Ｃ１－インアクチベーター,２，０００国際単位１瓶（溶解液付）,,,,ベリナート皮下注用２０００,ＣＳＬベーリング,,先発品,,214788,,
注射薬,6343426F1032,乾燥濃縮人Ｃ１－インアクチベーター,５００国際単位１瓶（溶解液付）,,,,ベリナートＰ静注用５００,ＣＳＬベーリング,,,,101325,,
注射薬,6343427A7038,ｐＨ４処理酸性人免疫グロブリン,５ｇ５０ｍＬ１瓶,,,,ピリヴィジェン１０％静注５ｇ／５０ｍＬ,ＣＳＬベーリング,,先発品,,57585,,
注射薬,6343427A8034,ｐＨ４処理酸性人免疫グロブリン,１０ｇ１００ｍＬ１瓶,,,,ピリヴィジェン１０％静注１０ｇ／１００ｍＬ,ＣＳＬベーリング,,先発品,,114911,,
注射薬,6343427A9030,ｐＨ４処理酸性人免疫グロブリン,２０ｇ２００ｍＬ１瓶,,,,ピリヴィジェン１０％静注２０ｇ／２００ｍＬ,ＣＳＬベーリング,,先発品,,229624,,
注射薬,6343427H1020,ｐＨ４処理酸性人免疫グロブリン,２．５ｇ２５ｍＬ１瓶,,,,ピリヴィジェン１０％静注２．５ｇ／２５ｍＬ,ＣＳＬベーリング,,先発品,,29210,,
注射薬,6343427H2026,ｐＨ４処理酸性人免疫グロブリン,５ｇ５０ｍＬ１瓶,,,,グロベニン－Ｉ１０％静注５ｇ／５０ｍＬ,武田薬品工業,,先発品,,66918,,
注射薬,6343427H3022,ｐＨ４処理酸性人免疫グロブリン,１０ｇ１００ｍＬ１瓶,,,,グロベニン－Ｉ１０％静注１０ｇ／１００ｍＬ,武田薬品工業,,先発品,,133836,,
注射薬,6343427H4029,ｐＨ４処理酸性人免疫グロブリン,２０ｇ２００ｍＬ１瓶,,,,グロベニン－Ｉ１０％静注２０ｇ／２００ｍＬ,武田薬品工業,,先発品,,267672,,
注射薬,6343428A4017,ポリエチレングリコール処理人免疫グロブリン,５ｇ１００ｍＬ１瓶,,,,ポリエチレングリコール処理人免疫グロブリン５ｇ１００ｍＬ注射液,,,,,37711,R9.3.31まで,
注射薬,6343428A6028,ポリエチレングリコール処理人免疫グロブリン,５００ｍｇ５ｍＬ１瓶,,,,献血ヴェノグロブリンＩＨ１０％静注０．５ｇ／５ｍＬ,日本血液製剤機構,,,,5668,,
注射薬,6343428A7024,ポリエチレングリコール処理人免疫グロブリン,２．５ｇ２５ｍＬ１瓶,,,,献血ヴェノグロブリンＩＨ１０％静注２．５ｇ／２５ｍＬ,日本血液製剤機構,,,,25085,,
注射薬,6343428A8020,ポリエチレングリコール処理人免疫グロブリン,５ｇ５０ｍＬ１瓶,,,,献血ヴェノグロブリンＩＨ１０％静注５ｇ／５０ｍＬ,日本血液製剤機構,,,,49890,,
注射薬,6343428A9027,ポリエチレングリコール処理人免疫グロブリン,１０ｇ１００ｍＬ１瓶,,,,献血ヴェノグロブリンＩＨ１０％静注１０ｇ／１００ｍＬ,日本血液製剤機構,,,,99952,,
注射薬,6343428H1024,ポリエチレングリコール処理人免疫グロブリン,２０ｇ２００ｍＬ１瓶,,,,献血ヴェノグロブリンＩＨ１０％静注２０ｇ／２００ｍＬ,日本血液製剤機構,,,,199987,,
注射薬,6343429D6010,乾燥濃縮人血液凝固第Ⅸ因子,４００単位１瓶（溶解液付）,,,,乾燥濃縮人血液凝固第Ⅸ因子,,,,,23065,,
注射薬,6343429D7041,乾燥濃縮人血液凝固第Ⅸ因子,５００単位１瓶（溶解液付）,,,,ノバクトＭ静注用５００単位,ＫＭバイオロジクス,,,,42538,,
注射薬,6343429D8013,乾燥濃縮人血液凝固第Ⅸ因子,１，０００単位１瓶（溶解液付）,,,,乾燥濃縮人血液凝固第Ⅸ因子,,,,,46213,,
注射薬,6343429D9010,乾燥濃縮人血液凝固第Ⅸ因子,８００単位１瓶（溶解液付）,,,,乾燥濃縮人血液凝固第Ⅸ因子,,,,,29949,,
注射薬,6343429L1013,乾燥濃縮人血液凝固第Ⅸ因子,１，６００単位１瓶（溶解液付）,,,,乾燥濃縮人血液凝固第Ⅸ因子,,,,,54881,,
注射薬,6343429L2028,乾燥濃縮人血液凝固第Ⅸ因子,２，０００単位１瓶（溶解液付）,,,,ノバクトＭ静注用２０００単位,ＫＭバイオロジクス,,,,63694,,
注射薬,6343431D2020,ヒト血漿由来乾燥血液凝固第ⅩⅢ因子,２４０国際単位１瓶（溶解液付）,,,,フィブロガミンＰ静注用,ＣＳＬベーリング,,,,8324,,
注射薬,6343432G1025,ルリオクトコグアルファ（遺伝子組換え）,２５０国際単位１キット（溶解液付）,,,,アドベイト静注用キット２５０,武田薬品工業,,先発品,,15180,,
注射薬,6343432G2021,ルリオクトコグアルファ（遺伝子組換え）,５００国際単位１キット（溶解液付）,,,,アドベイト静注用キット５００,武田薬品工業,,先発品,,30854,,
注射薬,6343432G3028,ルリオクトコグアルファ（遺伝子組換え）,１，０００国際単位１キット（溶解液付）,,,,アドベイト静注用キット１０００,武田薬品工業,,先発品,,55651,,
注射薬,6343432G4024,ルリオクトコグアルファ（遺伝子組換え）,１，５００国際単位１キット（溶解液付）,,,,アドベイト静注用キット１５００,武田薬品工業,,先発品,,83305,,
注射薬,6343432G5020,ルリオクトコグアルファ（遺伝子組換え）,２，０００国際単位１キット（溶解液付）,,,,アドベイト静注用キット２０００,武田薬品工業,,先発品,,98834,,
注射薬,6343432G6027,ルリオクトコグアルファ（遺伝子組換え）,３，０００国際単位１キット（溶解液付）,,,,アドベイト静注用キット３０００,武田薬品工業,,先発品,,138720,,
注射薬,6343433A1019,ポリエチレングリコール処理抗破傷風人免疫グロブリン,２５０国際単位１瓶,,,,ポリエチレングリコール処理抗破傷風人免疫グロブリン,,,,,6439,,
注射薬,6343433A2015,ポリエチレングリコール処理抗破傷風人免疫グロブリン,１，５００国際単位１瓶,,,,ポリエチレングリコール処理抗破傷風人免疫グロブリン,,,,,35086,,
注射薬,6343434D6020,エプタコグアルファ（活性型）（遺伝子組換え）,１ｍｇ１ｍＬ１瓶（溶解液付）,,,,ノボセブンＨＩ静注用１ｍｇ　シリンジ,ノボ　ノルディスク　ファーマ,,先発品,,82739,,
注射薬,6343434D7026,エプタコグアルファ（活性型）（遺伝子組換え）,２ｍｇ２ｍＬ１瓶（溶解液付）,,,,ノボセブンＨＩ静注用２ｍｇ　シリンジ,ノボ　ノルディスク　ファーマ,,先発品,,157343,,
注射薬,6343434D8022,エプタコグアルファ（活性型）（遺伝子組換え）,５ｍｇ５ｍＬ１瓶（溶解液付）,,,,ノボセブンＨＩ静注用５ｍｇ　シリンジ,ノボ　ノルディスク　ファーマ,,先発品,,398849,,
注射薬,6343435D1022,乾燥濃縮人活性化プロテインＣ,２，５００単位１瓶（溶解液付）,,,,注射用アナクトＣ２，５００単位,ＫＭバイオロジクス,,先発品,,310060,,
注射薬,6343436A1012,ポリエチレングリコール処理抗ＨＢｓ人免疫グロブリン,１，０００単位５ｍＬ１瓶,,,,ポリエチレングリコール処理抗ＨＢｓ人免疫グロブリン,,,,,35976,,
注射薬,6343438D1026,ノナコグアルファ（遺伝子組換え）,５００国際単位１瓶（溶解液付）,,,,ベネフィクス静注用５００,ファイザー,,先発品,,41693,,
注射薬,6343438D2022,ノナコグアルファ（遺伝子組換え）,１，０００国際単位１瓶（溶解液付）,,,,ベネフィクス静注用１０００,ファイザー,,先発品,,73078,,
注射薬,6343438D3029,ノナコグアルファ（遺伝子組換え）,２，０００国際単位１瓶（溶解液付）,,,,ベネフィクス静注用２０００,ファイザー,,先発品,,153659,,
注射薬,6343438D4025,ノナコグアルファ（遺伝子組換え）,３，０００国際単位１瓶（溶解液付）,,,,ベネフィクス静注用３０００,ファイザー,,先発品,,182801,,
注射薬,6343439A1024,ｐＨ４処理酸性人免疫グロブリン（皮下注射）,１ｇ５ｍＬ１瓶,,,,ハイゼントラ２０％皮下注１ｇ／５ｍＬ,ＣＳＬベーリング,,先発品,,13742,,
注射薬,6343439A2020,ｐＨ４処理酸性人免疫グロブリン（皮下注射）,２ｇ１０ｍＬ１瓶,,,,ハイゼントラ２０％皮下注２ｇ／１０ｍＬ,ＣＳＬベーリング,,先発品,,26449,,
注射薬,6343439A3027,ｐＨ４処理酸性人免疫グロブリン（皮下注射）,４ｇ２０ｍＬ１瓶,,,,ハイゼントラ２０％皮下注４ｇ／２０ｍＬ,ＣＳＬベーリング,,先発品,,52216,,
注射薬,6343439A4023,ｐＨ４処理酸性人免疫グロブリン（皮下注射）,２ｇ１０ｍＬ１瓶,,,,キュービトル２０％皮下注２ｇ／１０ｍＬ,武田薬品工業,,先発品,,28137,,
注射薬,6343439A5020,ｐＨ４処理酸性人免疫グロブリン（皮下注射）,４ｇ２０ｍＬ１瓶,,,,キュービトル２０％皮下注４ｇ／２０ｍＬ,武田薬品工業,,先発品,,55543,,
注射薬,6343439A6026,ｐＨ４処理酸性人免疫グロブリン（皮下注射）,８ｇ４０ｍＬ１瓶,,,,キュービトル２０％皮下注８ｇ／４０ｍＬ,武田薬品工業,,先発品,,109638,,
注射薬,6343439G1027,ｐＨ４処理酸性人免疫グロブリン（皮下注射）,１ｇ５ｍＬ１筒,,,,ハイゼントラ２０％皮下注１ｇ／５ｍＬシリンジ,ＣＳＬベーリング,,先発品,,13485,,
注射薬,6343439G2023,ｐＨ４処理酸性人免疫グロブリン（皮下注射）,２ｇ１０ｍＬ１筒,,,,ハイゼントラ２０％皮下注２ｇ／１０ｍＬシリンジ,ＣＳＬベーリング,,先発品,,26566,,
注射薬,6343439G3020,ｐＨ４処理酸性人免疫グロブリン（皮下注射）,４ｇ２０ｍＬ１筒,,,,ハイゼントラ２０％皮下注４ｇ／２０ｍＬシリンジ,ＣＳＬベーリング,,先発品,,52410,,
注射薬,6343440D1023,ツロクトコグ　アルファ（遺伝子組換え）,２５０国際単位１瓶（溶解液付）,,,,ノボエイト静注用２５０,ノボ　ノルディスク　ファーマ,,先発品,,12040,,
注射薬,6343440D2020,ツロクトコグ　アルファ（遺伝子組換え）,５００国際単位１瓶（溶解液付）,,,,ノボエイト静注用５００,ノボ　ノルディスク　ファーマ,,先発品,,27015,,
注射薬,6343440D3026,ツロクトコグ　アルファ（遺伝子組換え）,１，０００国際単位１瓶（溶解液付）,,,,ノボエイト静注用１０００,ノボ　ノルディスク　ファーマ,,先発品,,62001,,
注射薬,6343440D4022,ツロクトコグ　アルファ（遺伝子組換え）,１，５００国際単位１瓶（溶解液付）,,,,ノボエイト静注用１５００,ノボ　ノルディスク　ファーマ,,先発品,,68361,,
注射薬,6343440D5029,ツロクトコグ　アルファ（遺伝子組換え）,２，０００国際単位１瓶（溶解液付）,,,,ノボエイト静注用２０００,ノボ　ノルディスク　ファーマ,,先発品,,99009,,
注射薬,6343440D6025,ツロクトコグ　アルファ（遺伝子組換え）,３，０００国際単位１瓶（溶解液付）,,,,ノボエイト静注用３０００,ノボ　ノルディスク　ファーマ,,先発品,,143698,,
注射薬,6343441D1028,エフトレノナコグ　アルファ（遺伝子組換え）,５００国際単位１瓶（溶解液付）,,,,オルプロリクス静注用５００,サノフィ,,先発品,,103583,,
注射薬,6343441D2024,エフトレノナコグ　アルファ（遺伝子組換え）,１，０００国際単位１瓶（溶解液付）,,,,オルプロリクス静注用１０００,サノフィ,,先発品,,212839,,
注射薬,6343441D3020,エフトレノナコグ　アルファ（遺伝子組換え）,２，０００国際単位１瓶（溶解液付）,,,,オルプロリクス静注用２０００,サノフィ,,先発品,,403503,,
注射薬,6343441D4027,エフトレノナコグ　アルファ（遺伝子組換え）,３，０００国際単位１瓶（溶解液付）,,,,オルプロリクス静注用３０００,サノフィ,,先発品,,627346,,
注射薬,6343441D5023,エフトレノナコグ　アルファ（遺伝子組換え）,２５０国際単位１瓶（溶解液付）,,,,オルプロリクス静注用２５０,サノフィ,,先発品,,50288,,
注射薬,6343441D6020,エフトレノナコグ　アルファ（遺伝子組換え）,４，０００国際単位１瓶（溶解液付）,,,,オルプロリクス静注用４０００,サノフィ,,先発品,,778393,,
注射薬,6343442D1022,エフラロクトコグ　アルファ（遺伝子組換え）,２５０国際単位１瓶（溶解液付）,,,,イロクテイト静注用２５０,サノフィ,,先発品,,20452,,
注射薬,6343442D2029,エフラロクトコグ　アルファ（遺伝子組換え）,５００国際単位１瓶（溶解液付）,,,,イロクテイト静注用５００,サノフィ,,先発品,,37396,,
注射薬,6343442D3025,エフラロクトコグ　アルファ（遺伝子組換え）,７５０国際単位１瓶（溶解液付）,,,,イロクテイト静注用７５０,サノフィ,,先発品,,60862,,
注射薬,6343442D4021,エフラロクトコグ　アルファ（遺伝子組換え）,１，０００国際単位１瓶（溶解液付）,,,,イロクテイト静注用１０００,サノフィ,,先発品,,72758,,
注射薬,6343442D5028,エフラロクトコグ　アルファ（遺伝子組換え）,１，５００国際単位１瓶（溶解液付）,,,,イロクテイト静注用１５００,サノフィ,,先発品,,106434,,
注射薬,6343442D6024,エフラロクトコグ　アルファ（遺伝子組換え）,２，０００国際単位１瓶（溶解液付）,,,,イロクテイト静注用２０００,サノフィ,,先発品,,140239,,
注射薬,6343442D7020,エフラロクトコグ　アルファ（遺伝子組換え）,３，０００国際単位１瓶（溶解液付）,,,,イロクテイト静注用３０００,サノフィ,,先発品,,208245,,
注射薬,6343442D8027,エフラロクトコグ　アルファ（遺伝子組換え）,４，０００国際単位１瓶（溶解液付）,,,,イロクテイト静注用４０００,サノフィ,,先発品,,286066,,
注射薬,6343443D1027,カトリデカコグ（遺伝子組換え）,２，５００国際単位１瓶（溶解液付）,,,,ノボサーティーン静注用２５００,ノボ　ノルディスク　ファーマ,,先発品,,3716010,,
注射薬,6343444D1021,アンチトロンビン　ガンマ（遺伝子組換え）,６００国際単位１瓶（溶解液付）,,,,アコアラン静注用６００,協和キリン,,先発品,,28774,,
注射薬,6343444D2028,アンチトロンビン　ガンマ（遺伝子組換え）,１，８００国際単位１瓶（溶解液付）,,,,アコアラン静注用１８００,協和キリン,,先発品,,76097,,
注射薬,6343446G1027,ルリオクトコグ　アルファ　ペゴル（遺伝子組換え）,２５０国際単位１キット（溶解液付）,,,,アディノベイト静注用キット２５０,武田薬品工業,,先発品,,28102,,
注射薬,6343446G2023,ルリオクトコグ　アルファ　ペゴル（遺伝子組換え）,５００国際単位１キット（溶解液付）,,,,アディノベイト静注用キット５００,武田薬品工業,,先発品,,55451,,
注射薬,6343446G3020,ルリオクトコグ　アルファ　ペゴル（遺伝子組換え）,１，０００国際単位１キット（溶解液付）,,,,アディノベイト静注用キット１０００,武田薬品工業,,先発品,,100984,,
注射薬,6343446G4026,ルリオクトコグ　アルファ　ペゴル（遺伝子組換え）,２，０００国際単位１キット（溶解液付）,,,,アディノベイト静注用キット２０００,武田薬品工業,,先発品,,173042,,
注射薬,6343446G5022,ルリオクトコグ　アルファ　ペゴル（遺伝子組換え）,１，５００国際単位１キット（溶解液付）,,,,アディノベイト静注用キット１５００,武田薬品工業,,先発品,,147736,,
注射薬,6343446G6029,ルリオクトコグ　アルファ　ペゴル（遺伝子組換え）,３，０００国際単位１キット（溶解液付）,,,,アディノベイト静注用キット３０００,武田薬品工業,,先発品,,261063,,
注射薬,6343447D1025,オクトコグ　ベータ（遺伝子組換え）,２５０国際単位１瓶（溶解液付）,,,,コバールトリイ静注用２５０,バイエル薬品,,先発品,,20822,,
注射薬,6343447D2021,オクトコグ　ベータ（遺伝子組換え）,５００国際単位１瓶（溶解液付）,,,,コバールトリイ静注用５００,バイエル薬品,,先発品,,46077,,
注射薬,6343447D3028,オクトコグ　ベータ（遺伝子組換え）,１，０００国際単位１瓶（溶解液付）,,,,コバールトリイ静注用１０００,バイエル薬品,,先発品,,74886,,
注射薬,6343447D4024,オクトコグ　ベータ（遺伝子組換え）,２，０００国際単位１瓶（溶解液付）,,,,コバールトリイ静注用２０００,バイエル薬品,,先発品,,137242,,
注射薬,6343447D5020,オクトコグ　ベータ（遺伝子組換え）,３，０００国際単位１瓶（溶解液付）,,,,コバールトリイ静注用３０００,バイエル薬品,,先発品,,193159,,
注射薬,6343448D1020,アルブトレペノナコグ　アルファ（遺伝子組換え）,２５０国際単位１瓶（溶解液付）,,,,イデルビオン静注用２５０,ＣＳＬベーリング,,先発品,,88837,,
注射薬,6343448D2026,アルブトレペノナコグ　アルファ（遺伝子組換え）,５００国際単位１瓶（溶解液付）,,,,イデルビオン静注用５００,ＣＳＬベーリング,,先発品,,175016,,
注射薬,6343448D3022,アルブトレペノナコグ　アルファ（遺伝子組換え）,１，０００国際単位１瓶（溶解液付）,,,,イデルビオン静注用１０００,ＣＳＬベーリング,,先発品,,343931,,
注射薬,6343448D4029,アルブトレペノナコグ　アルファ（遺伝子組換え）,２，０００国際単位１瓶（溶解液付）,,,,イデルビオン静注用２０００,ＣＳＬベーリング,,先発品,,665036,,
注射薬,6343448D5025,アルブトレペノナコグ　アルファ（遺伝子組換え）,３，５００国際単位１瓶（溶解液付）,,,,イデルビオン静注用３５００,ＣＳＬベーリング,,先発品,,1175563,,
注射薬,6343449D1024,乾燥濃縮人プロトロンビン複合体,５００国際単位１瓶（溶解液付）,,,,ケイセントラ静注用５００,ＣＳＬベーリング,,先発品,,35571,,
注射薬,6343449D2020,乾燥濃縮人プロトロンビン複合体,１，０００国際単位１瓶（溶解液付）,,,,ケイセントラ静注用１０００,ＣＳＬベーリング,,先発品,,66306,,
注射薬,6343450D2023,ロノクトコグ　アルファ（遺伝子組換え）,５００国際単位１瓶（溶解液付）,,,,エイフスチラ静注用５００,ＣＳＬベーリング,,先発品,,42005,,
注射薬,6343450D3020,ロノクトコグ　アルファ（遺伝子組換え）,１，０００国際単位１瓶（溶解液付）,,,,エイフスチラ静注用１０００,ＣＳＬベーリング,,先発品,,77896,,
注射薬,6343450D4026,ロノクトコグ　アルファ（遺伝子組換え）,１，５００国際単位１瓶（溶解液付）,,,,エイフスチラ静注用１５００,ＣＳＬベーリング,,先発品,,106526,,
注射薬,6343450D5022,ロノクトコグ　アルファ（遺伝子組換え）,２，０００国際単位１瓶（溶解液付）,,,,エイフスチラ静注用２０００,ＣＳＬベーリング,,先発品,,144516,,
注射薬,6343450D6029,ロノクトコグ　アルファ（遺伝子組換え）,２，５００国際単位１瓶（溶解液付）,,,,エイフスチラ静注用２５００,ＣＳＬベーリング,,先発品,,176238,,
注射薬,6343450D7025,ロノクトコグ　アルファ（遺伝子組換え）,３，０００国際単位１瓶（溶解液付）,,,,エイフスチラ静注用３０００,ＣＳＬベーリング,,先発品,,207305,,
注射薬,6343451A1025,エミシズマブ（遺伝子組換え）,３０ｍｇ１ｍＬ１瓶,,,,ヘムライブラ皮下注３０ｍｇ,中外製薬,,先発品,,294927,,
注射薬,6343451A2021,エミシズマブ（遺伝子組換え）,６０ｍｇ０．４ｍＬ１瓶,,,,ヘムライブラ皮下注６０ｍｇ,中外製薬,,先発品,,543226,,
注射薬,6343451A3028,エミシズマブ（遺伝子組換え）,９０ｍｇ０．６ｍＬ１瓶,,,,ヘムライブラ皮下注９０ｍｇ,中外製薬,,先発品,,776517,,
注射薬,6343451A4024,エミシズマブ（遺伝子組換え）,１０５ｍｇ０．７ｍＬ１瓶,,,,ヘムライブラ皮下注１０５ｍｇ,中外製薬,,先発品,,889496,,
注射薬,6343451A5020,エミシズマブ（遺伝子組換え）,１５０ｍｇ１ｍＬ１瓶,,,,ヘムライブラ皮下注１５０ｍｇ,中外製薬,,先発品,,1217985,,
注射薬,6343451A6027,エミシズマブ（遺伝子組換え）,１２ｍｇ０．４ｍＬ１瓶,,,,ヘムライブラ皮下注１２ｍｇ,中外製薬,,先発品,,131539,,
注射薬,6343452D1026,ノナコグ　ベータ　ペゴル（遺伝子組換え）,５００国際単位１瓶（溶解液付）,,,,レフィキシア静注用５００,ノボ　ノルディスク　ファーマ,,先発品,,216190,,
注射薬,6343452D2022,ノナコグ　ベータ　ペゴル（遺伝子組換え）,１，０００国際単位１瓶（溶解液付）,,,,レフィキシア静注用１０００,ノボ　ノルディスク　ファーマ,,先発品,,427027,,
注射薬,6343452D3029,ノナコグ　ベータ　ペゴル（遺伝子組換え）,２，０００国際単位１瓶（溶解液付）,,,,レフィキシア静注用２０００,ノボ　ノルディスク　ファーマ,,先発品,,845605,,
注射薬,6343453D1020,ダモクトコグ　アルファ　ペゴル（遺伝子組換え）,５００国際単位１瓶（溶解液付）,,,,ジビイ静注用５００,バイエル薬品,,先発品,,61858,,
注射薬,6343453D2027,ダモクトコグ　アルファ　ペゴル（遺伝子組換え）,１，０００国際単位１瓶（溶解液付）,,,,ジビイ静注用１０００,バイエル薬品,,先発品,,132353,,
注射薬,6343453D3023,ダモクトコグ　アルファ　ペゴル（遺伝子組換え）,２，０００国際単位１瓶（溶解液付）,,,,ジビイ静注用２０００,バイエル薬品,,先発品,,213110,,
注射薬,6343453D4020,ダモクトコグ　アルファ　ペゴル（遺伝子組換え）,３，０００国際単位１瓶（溶解液付）,,,,ジビイ静注用３０００,バイエル薬品,,先発品,,338385,,
注射薬,6343454D1025,ツロクトコグ　アルファ　ペゴル（遺伝子組換え）,５００国際単位１瓶（溶解液付）,,,,イスパロクト静注用５００,ノボ　ノルディスク　ファーマ,,先発品,,60800,,
注射薬,6343454D2021,ツロクトコグ　アルファ　ペゴル（遺伝子組換え）,１，０００国際単位１瓶（溶解液付）,,,,イスパロクト静注用１０００,ノボ　ノルディスク　ファーマ,,先発品,,124632,,
注射薬,6343454D3028,ツロクトコグ　アルファ　ペゴル（遺伝子組換え）,１，５００国際単位１瓶（溶解液付）,,,,イスパロクト静注用１５００,ノボ　ノルディスク　ファーマ,,先発品,,178507,,
注射薬,6343454D4024,ツロクトコグ　アルファ　ペゴル（遺伝子組換え）,２，０００国際単位１瓶（溶解液付）,,,,イスパロクト静注用２０００,ノボ　ノルディスク　ファーマ,,先発品,,230339,,
注射薬,6343454D5020,ツロクトコグ　アルファ　ペゴル（遺伝子組換え）,３，０００国際単位１瓶（溶解液付）,,,,イスパロクト静注用３０００,ノボ　ノルディスク　ファーマ,,先発品,,303233,,
注射薬,6343455D1020,ボニコグ　アルファ（遺伝子組換え）,１，３００国際単位１瓶（溶解液付）,,,,ボンベンディ静注用１３００,武田薬品工業,,先発品,,146288,,
注射薬,6343456D1024,乾燥濃縮人α１－プロテイナーゼインヒビター,１，０００ｍｇ１瓶（溶解液付）,,,,リンスパッド点滴静注用１０００ｍｇ,オーファンパシフィック,,先発品,,216054,,
注射薬,6343457D1029,シモクトコグ　アルファ（遺伝子組換え）,２５０国際単位１瓶（溶解液付）,,,,ヌーイック静注用２５０,藤本製薬,,先発品,,22543,,
注射薬,6343457D2025,シモクトコグ　アルファ（遺伝子組換え）,５００国際単位１瓶（溶解液付）,,,,ヌーイック静注用５００,藤本製薬,,先発品,,41538,,
注射薬,6343457D3021,シモクトコグ　アルファ（遺伝子組換え）,１，０００国際単位１瓶（溶解液付）,,,,ヌーイック静注用１０００,藤本製薬,,先発品,,77700,,
注射薬,6343457D4028,シモクトコグ　アルファ（遺伝子組換え）,２，０００国際単位１瓶（溶解液付）,,,,ヌーイック静注用２０００,藤本製薬,,先発品,,144395,,
注射薬,6343457D5024,シモクトコグ　アルファ（遺伝子組換え）,２，５００国際単位１瓶（溶解液付）,,,,ヌーイック静注用２５００,藤本製薬,,先発品,,176210,,
注射薬,6343457D6020,シモクトコグ　アルファ（遺伝子組換え）,３，０００国際単位１瓶（溶解液付）,,,,ヌーイック静注用３０００,藤本製薬,,先発品,,207370,,
注射薬,6343457D7027,シモクトコグ　アルファ（遺伝子組換え）,４，０００国際単位１瓶（溶解液付）,,,,ヌーイック静注用４０００,藤本製薬,,先発品,,268164,,
注射薬,6343458G1020,コンシズマブ（遺伝子組換え）,１５ｍｇ１．５ｍＬ１キット,,,,アレモ皮下注１５ｍｇ,ノボ　ノルディスク　ファーマ,,先発品,,249546,,
