区分,薬価基準収載医薬品コード,成分名,規格,,,,品名,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考
注射薬,6343458G2026,コンシズマブ（遺伝子組換え）,６０ｍｇ１．５ｍＬ１キット,,,,アレモ皮下注６０ｍｇ,ノボ　ノルディスク　ファーマ,,先発品,,844727,,
注射薬,6343458G3022,コンシズマブ（遺伝子組換え）,１５０ｍｇ１．５ｍＬ１キット,,,,アレモ皮下注１５０ｍｇ,ノボ　ノルディスク　ファーマ,,先発品,,1893013,,
注射薬,6343459D1028,エフアネソクトコグ　アルファ（遺伝子組換え）,２５０国際単位１瓶（溶解液付）,,,,オルツビーオ静注用２５０,サノフィ,,先発品,,49543,,
注射薬,6343459D2024,エフアネソクトコグ　アルファ（遺伝子組換え）,５００国際単位１瓶（溶解液付）,,,,オルツビーオ静注用５００,サノフィ,,先発品,,99085,,
注射薬,6343459D3020,エフアネソクトコグ　アルファ（遺伝子組換え）,１，０００国際単位１瓶（溶解液付）,,,,オルツビーオ静注用１０００,サノフィ,,先発品,,198171,,
注射薬,6343459D4027,エフアネソクトコグ　アルファ（遺伝子組換え）,２，０００国際単位１瓶（溶解液付）,,,,オルツビーオ静注用２０００,サノフィ,,先発品,,396341,,
注射薬,6343459D5023,エフアネソクトコグ　アルファ（遺伝子組換え）,３，０００国際単位１瓶（溶解液付）,,,,オルツビーオ静注用３０００,サノフィ,,先発品,,594512,,
注射薬,6343459D6020,エフアネソクトコグ　アルファ（遺伝子組換え）,４，０００国際単位１瓶（溶解液付）,,,,オルツビーオ静注用４０００,サノフィ,,先発品,,792683,,
注射薬,6343460D1020,スソクトコグ　アルファ（遺伝子組換え）,５００単位１瓶（溶解液付）,,,,オビザー静注用５００,武田薬品工業,,先発品,,268509,,
注射薬,6343461D1025,乾燥濃縮人プロテインＣ,１，０００国際単位１瓶（溶解液付）,,,,セプーロチン静注用１０００単位,武田薬品工業,,先発品,,558108,,
注射薬,6343462G1026,マルスタシマブ（遺伝子組換え）,１５０ｍｇ１ｍＬ１キット,,,,ヒムペブジ皮下注１５０ｍｇペン,ファイザー,,先発品,,883108,,
注射薬,6343500D1027,乾燥濃縮人血液凝固第Ⅹ因子加活性化第Ⅶ因子,（第Ⅶａ因子１．５ｍｇ第Ⅹ因子１５ｍｇ）１瓶（溶解液付）,,,,バイクロット配合静注用,ＫＭバイオロジクス,,先発品,,268272,R9.3.31まで,
注射薬,6343500D1035,乾燥濃縮人血液凝固第Ⅹ因子加活性化第Ⅶ因子,（第Ⅶａ因子１．５ｍｇ第Ⅹ因子１５ｍｇ）１瓶（溶解液付）,,,,バイクロット配合静注用２．５ｍＬ,ＫＭバイオロジクス,,先発品,,268272,,
注射薬,6343500D2023,乾燥濃縮人血液凝固第Ⅹ因子加活性化第Ⅶ因子,（第Ⅶａ因子３．０ｍｇ第Ⅹ因子３０ｍｇ）１瓶（溶解液付）,,,,バイクロット配合静注用５ｍＬ,ＫＭバイオロジクス,,先発品,,536544,,
注射薬,6343500D3020,乾燥濃縮人血液凝固第Ⅹ因子加活性化第Ⅶ因子,（第Ⅶａ因子６．０ｍｇ第Ⅹ因子６０ｍｇ）１瓶（溶解液付）,,,,バイクロット配合静注用１０ｍＬ,ＫＭバイオロジクス,,先発品,,1073088,,
注射薬,6343501A1025,ｐＨ４処理酸性人免疫グロブリン（皮下注射）・ボルヒアルロニダーゼ　アルファ（遺伝子組換え）,１セット,,,,ハイキュービア１０％皮下注セット５ｇ／５０ｍＬ,武田薬品工業,,先発品,,56816,,
注射薬,6343501A2021,ｐＨ４処理酸性人免疫グロブリン（皮下注射）・ボルヒアルロニダーゼ　アルファ（遺伝子組換え）,１セット,,,,ハイキュービア１０％皮下注セット１０ｇ／１００ｍＬ,武田薬品工業,,先発品,,112154,,
注射薬,6343501A3028,ｐＨ４処理酸性人免疫グロブリン（皮下注射）・ボルヒアルロニダーゼ　アルファ（遺伝子組換え）,１セット,,,,ハイキュービア１０％皮下注セット２０ｇ／２００ｍＬ,武田薬品工業,,先発品,,221382,,
注射薬,6349400A1026,ヘミン,２５０ｍｇ１０ｍＬ１管,,,,ノーモサング点滴静注２５０ｍｇ,オーファンパシフィック,,先発品,,154716,,
注射薬,6393400X1019,精製ツベルクリン,１μｇ１瓶（溶解液付）,,,,精製ツベルクリン,,,,,2336,,
注射薬,6393401X2010,精製ツベルクリン,（一般診断用・１人用）０．２５μｇ１瓶（溶解液付）,,,,精製ツベルクリン,,,,,4535,,
注射薬,6399404A5030,インターフェロンアルファ（ＮＡＭＡＬＷＡ）,３００万国際単位１筒,局,,,スミフェロン注ＤＳ３００万ＩＵ,住友ファーマ,,先発品,,25865,,
注射薬,6399404A6036,インターフェロンアルファ（ＮＡＭＡＬＷＡ）,６００万国際単位１筒,局,,,スミフェロン注ＤＳ６００万ＩＵ,住友ファーマ,,先発品,,34546,,
注射薬,6399408F4020,インターフェロンガンマ－１ａ（遺伝子組換え）,１００万国内標準単位１瓶（溶解液付）,,,,イムノマックス－γ注１００,共和薬品工業,,先発品,,22617,,
注射薬,6399408F7020,インターフェロンガンマ－１ａ（遺伝子組換え）,５０万国内標準単位１瓶（溶解液付）,,,,イムノマックス－γ注５０,共和薬品工業,,先発品,,11794,,
注射薬,6399411D1022,テセロイキン（遺伝子組換え）,３５万単位１瓶（溶解液付）,局,,,イムネース注３５,共和薬品工業,,先発品,,81483,,
注射薬,6399413A2021,抗ヒト胸腺細胞ウマ免疫グロブリン,２５０ｍｇ５ｍＬ１管,,,,アトガム点滴静注液２５０ｍｇ,ファイザー,,先発品,,75467,,
注射薬,6399416D1033,インターフェロンベータ－１ｂ（遺伝子組換え）,９６０万国際単位１瓶（溶解液付）,,,,ベタフェロン皮下注用９６０万国際単位,バイエル薬品,,先発品,,6535,,
注射薬,6399418D1032,バシリキシマブ（遺伝子組換え）,２０ｍｇ１瓶,,,,シムレクト静注用２０ｍｇ,ノバルティス　ファーマ,,先発品,,195159,,
注射薬,6399418D2020,バシリキシマブ（遺伝子組換え）,１０ｍｇ１瓶,,,,シムレクト小児用静注用１０ｍｇ,ノバルティス　ファーマ,,先発品,,104504,,
注射薬,6399419A1022,ペグインターフェロンアルファ－２ａ（遺伝子組換え）,９０μｇ１ｍＬ１瓶,,,,ペガシス皮下注９０μｇ,中外製薬,,先発品,,8335,,
注射薬,6399419A2029,ペグインターフェロンアルファ－２ａ（遺伝子組換え）,１８０μｇ１ｍＬ１瓶,,,,ペガシス皮下注１８０μｇ,中外製薬,,先発品,,13834,,
注射薬,6399421A1020,トシリズマブ（遺伝子組換え）,２００ｍｇ１０ｍＬ１瓶,,,,アクテムラ点滴静注用２００ｍｇ,中外製薬,,先発品,○,23080,,
注射薬,6399421A2026,トシリズマブ（遺伝子組換え）,８０ｍｇ４ｍＬ１瓶,,,,アクテムラ点滴静注用８０ｍｇ,中外製薬,,先発品,○,9973,,
注射薬,6399421A3022,トシリズマブ（遺伝子組換え）,４００ｍｇ２０ｍＬ１瓶,,,,アクテムラ点滴静注用４００ｍｇ,中外製薬,,先発品,○,50493,,
注射薬,6399421G1022,トシリズマブ（遺伝子組換え）,１６２ｍｇ０．９ｍＬ１筒,,,,アクテムラ皮下注１６２ｍｇシリンジ,中外製薬,,先発品,,32485,,
注射薬,6399421G2029,トシリズマブ（遺伝子組換え）,１６２ｍｇ０．９ｍＬ１キット,,,,アクテムラ皮下注１６２ｍｇオートインジェクター,中外製薬,,先発品,,32608,,
注射薬,6399422G1027,インターフェロンベータ－１ａ（遺伝子組換え）,３０μｇ０．５ｍＬ１筒,,,,アボネックス筋注用シリンジ３０μｇ,バイオジェン・ジャパン,,先発品,,30967,,
注射薬,6399422G2023,インターフェロンベータ－１ａ（遺伝子組換え）,３０μｇ０．５ｍＬ１キット,,,,アボネックス筋注３０μｇペン,バイオジェン・ジャパン,,先発品,,32702,,
注射薬,6399423F1026,抗ヒト胸腺細胞ウサギ免疫グロブリン,２５ｍｇ１瓶,,,,サイモグロブリン点滴静注用２５ｍｇ,サノフィ,,先発品,,28545,,
注射薬,6399424A1023,エクリズマブ（遺伝子組換え）,３００ｍｇ３０ｍＬ１瓶,,,,ソリリス点滴静注３００ｍｇ,アレクシオンファーマ,,先発品,,615752,,
注射薬,6399427A2023,ラブリズマブ（遺伝子組換え）,３００ｍｇ３ｍＬ１瓶,,,,ユルトミリスＨＩ点滴静注３００ｍｇ／３ｍＬ,アレクシオンファーマ,,先発品,,659985,,
注射薬,6399427A3020,ラブリズマブ（遺伝子組換え）,１，１００ｍｇ１１ｍＬ１瓶,,,,ユルトミリスＨＩ点滴静注１１００ｍｇ／１１ｍＬ,アレクシオンファーマ,,先発品,,2419945,,
注射薬,6399428G1024,サトラリズマブ（遺伝子組換え）,１２０ｍｇ１ｍＬ１筒,,,,エンスプリング皮下注１２０ｍｇシリンジ,中外製薬,,先発品,,1150216,,
注射薬,6399429A1026,イネビリズマブ（遺伝子組換え）,１００ｍｇ１０ｍＬ１瓶,,,,ユプリズナ点滴静注１００ｍｇ,田辺ファーマ,,先発品,,3495304,,
注射薬,6399430A1029,エフガルチギモド　アルファ（遺伝子組換え）,４００ｍｇ２０ｍＬ１瓶,,,,ウィフガート点滴静注４００ｍｇ,アルジェニクスジャパン,,先発品,,412042,,
注射薬,6399431A1023,スチムリマブ（遺伝子組換え）,１．１ｇ２２ｍＬ１瓶,,,,エジャイモ点滴静注１．１ｇ,レコルダティ・レア・ディジーズ・ジャパン,,先発品,,244074,,
注射薬,6399432A1028,ロザノリキシズマブ（遺伝子組換え）,２８０ｍｇ２ｍＬ１瓶,,,,リスティーゴ皮下注２８０ｍｇ,ユーシービージャパン,,先発品,,356392,,
注射薬,6399432A2024,ロザノリキシズマブ（遺伝子組換え）,４２０ｍｇ３ｍＬ１瓶,,,,リスティーゴ皮下注４２０ｍｇ,ユーシービージャパン,,先発品,,534588,,
注射薬,6399433A1022,クロバリマブ（遺伝子組換え）,３４０ｍｇ２ｍＬ１瓶,,,,ピアスカイ注３４０ｍｇ,中外製薬,,先発品,,1978062,,
注射薬,6399434A1027,ニポカリマブ（遺伝子組換え）,３００ｍｇ１．６２ｍＬ１瓶,,,,アイマービー点滴静注３００ｍｇ,ヤンセンファーマ,,先発品,,491823,,
注射薬,6399434A2023,ニポカリマブ（遺伝子組換え）,１，２００ｍｇ６．５ｍＬ１瓶,,,,アイマービー点滴静注１２００ｍｇ,ヤンセンファーマ,,先発品,,1967291,,
注射薬,6399435A1021,トシリズマブ（遺伝子組換え）［トシリズマブ後続１］,８０ｍｇ４ｍＬ１瓶,,,,トシリズマブＢＳ点滴静注８０ｍｇ「ＣＴ」,セルトリオン・ヘルスケア・ジャパン,後発品,,,6687,,
注射薬,6399435A2028,トシリズマブ（遺伝子組換え）［トシリズマブ後続１］,２００ｍｇ１０ｍＬ１瓶,,,,トシリズマブＢＳ点滴静注２００ｍｇ「ＣＴ」,セルトリオン・ヘルスケア・ジャパン,後発品,,,16717,,
注射薬,6399435A3024,トシリズマブ（遺伝子組換え）［トシリズマブ後続１］,４００ｍｇ２０ｍＬ１瓶,,,,トシリズマブＢＳ点滴静注４００ｍｇ「ＣＴ」,セルトリオン・ヘルスケア・ジャパン,後発品,,,33434,,
注射薬,6399500D2037,ヒスタミン加人免疫グロブリン（乾燥）,（人免疫グロブリン１２ｍｇヒスタミン二塩酸塩０．１５μｇ）１瓶（溶解液付）,,,,ヒスタグロビン皮下注用,ＫＭバイオロジクス,,,,1444,,
注射薬,6399501A1020,エフガルチギモド　アルファ（遺伝子組換え）・ボルヒアルロニダーゼ　アルファ（遺伝子組換え）,５．６ｍＬ１瓶,,,,ヒフデュラ配合皮下注,アルジェニクスジャパン,,先発品,,634797,,
注射薬,6399501G1023,エフガルチギモド　アルファ（遺伝子組換え）・ボルヒアルロニダーゼ　アルファ（遺伝子組換え）,５ｍＬ１筒,,,,ヒフデュラ配合皮下注シリンジ,アルジェニクスジャパン,,先発品,,665026,,
注射薬,6419400D1037,ペンタミジンイセチオン酸塩,３００ｍｇ１瓶,,,,ベナンバックス注用３００ｍｇ,サノフィ,,先発品,,5788,,
注射薬,6419401A1027,メトロニダゾール,５００ｍｇ１００ｍＬ１瓶,,,,アネメトロ点滴静注液５００ｍｇ,ファイザー,,先発品,,1091,,
注射薬,6419500A1020,スルファメトキサゾール・トリメトプリム,５ｍＬ１管,,,,バクトラミン注,太陽ファルマ,,先発品,,665,,
注射薬,7131400A1017,注射用水,５ｍＬ１管,局,,,注射用水,,,,,104,,
注射薬,7131400A1041,注射用水,５ｍＬ１管,局,,※,注射用水（ニプロ）,ニプロ,,,,118,,
注射薬,7131400A1106,注射用水,５ｍＬ１管,局,,,注射用水「フソー」,扶桑薬品工業,,,,118,,
注射薬,7131400A2013,注射用水,２０ｍＬ１管,局,,,注射用水,,,,,104,,
注射薬,7131400A2129,注射用水,２０ｍＬ１管,局,,,大塚蒸留水,大塚製薬工場,,,,104,,
注射薬,7131400A2145,注射用水,２０ｍＬ１管,局,,,注射用水ＰＬ「フソー」,扶桑薬品工業,,,,104,,
注射薬,7131400A2153,注射用水,２０ｍＬ１管,局,,※,注射用水（光）,光製薬,,,,104,,
注射薬,7131400A4016,注射用水,１００ｍＬ１瓶,局,,,注射用水,,,,,147,,
注射薬,7131400A5012,注射用水,５００ｍＬ１瓶,局,,,注射用水,,,,,216,,
注射薬,7131400A5020,注射用水,５００ｍＬ１瓶,局,,,大塚蒸留水,大塚製薬工場,,,,216,,
注射薬,7131400A5047,注射用水,５００ｍＬ１瓶,局,,※,注射用水（光）,光製薬,,,,268,,
注射薬,7131400A6019,注射用水,１Ｌ１瓶,局,,,注射用水,,,,,316,,
注射薬,7131400A6027,注射用水,１Ｌ１瓶,局,,,大塚蒸留水,大塚製薬工場,,,,220,,
注射薬,7131400A6035,注射用水,１Ｌ１瓶,局,,※,注射用水（光）,光製薬,,,,316,,
注射薬,7131400A9018,注射用水,１ｍＬ１管,局,,,注射用水,,,,,104,,
注射薬,7131400H1015,注射用水,２ｍＬ１管,局,,,注射用水,,,,,104,,
