販売名,成分名,規格,YJコード,メーカー,先発後発,局方,薬価,院外処方可否,判定根拠,廃止経過措置,廃止区分,備考
エダラボン点滴静注３０ｍｇバッグ「タカタ」,エダラボン,３０ｍｇ１００ｍＬ１キット,1190401G1050,高田製薬,,局,1463,○,告示第十第一号 [エダラボン製剤] マッチ規則:substring ※条件付:筋萎縮性側索硬化症患者に対して使用する場合に限る。,,,
エダラボン点滴静注液３０ｍｇバッグ「ＮＰ」,エダラボン,３０ｍｇ１００ｍＬ１キット,1190401G1069,ニプロ,,局,1143,○,告示第十第一号 [エダラボン製剤] マッチ規則:substring ※条件付:筋萎縮性側索硬化症患者に対して使用する場合に限る。,,,
エダラボン点滴静注バッグ３０ｍｇ「ＮＳ」,エダラボン,３０ｍｇ１００ｍＬ１キット,1190401G1131,日新製薬（山形）,,局,1468,○,告示第十第一号 [エダラボン製剤] マッチ規則:substring ※条件付:筋萎縮性側索硬化症患者に対して使用する場合に限る。,,,
タイサブリ点滴静注３００ｍｇ,ナタリズマブ（遺伝子組換え）,３００ｍｇ１５ｍＬ１瓶,1190402A1028,バイオジェン・ジャパン,先発品,,230345,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
スピンラザ髄注１２ｍｇ,ヌシネルセンナトリウム,１２ｍｇ５ｍＬ１瓶,1190403A1022,バイオジェン・ジャパン,先発品,,9493024,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
スピンラザ髄注２８ｍｇ,ヌシネルセンナトリウム,２８ｍｇ５ｍＬ１瓶,1190403A2029,バイオジェン・ジャパン,先発品,,9661483,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
スピンラザ髄注５０ｍｇ,ヌシネルセンナトリウム,５０ｍｇ５ｍＬ１瓶,1190403A3025,バイオジェン・ジャパン,先発品,,9778481,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
エムガルティ皮下注１２０ｍｇシリンジ,ガルカネズマブ（遺伝子組換え）,１２０ｍｇ１ｍＬ１筒,1190404G1020,日本イーライリリー,先発品,,42284,○,告示第十第一号 [ガルカネズマブ製剤] マッチ規則:substring,,,
エムガルティ皮下注１２０ｍｇオートインジェクター,ガルカネズマブ（遺伝子組換え）,１２０ｍｇ１ｍＬ１キット,1190404G2026,日本イーライリリー,先発品,,42400,○,告示第十第一号 [ガルカネズマブ製剤] マッチ規則:substring,,,
ケシンプタ皮下注２０ｍｇペン,オファツムマブ（遺伝子組換え）,２０ｍｇ０．４ｍＬ１キット,1190405G1024,ノバルティス　ファーマ,先発品,,230860,○,告示第十第一号 [オファツムマブ製剤] マッチ規則:substring,,,
アイモビーグ皮下注７０ｍｇペン,エレヌマブ（遺伝子組換え）,７０ｍｇ１ｍＬ１キット,1190406G1029,アムジェン,先発品,,38842,○,告示第十第一号 [エレヌマブ製剤] マッチ規則:substring,,,
アジョビ皮下注２２５ｍｇシリンジ,フレマネズマブ（遺伝子組換え）,２２５ｍｇ１．５ｍＬ１筒,1190407G1023,大塚製薬,先発品,,39022,○,告示第十第一号 [フレマネズマブ製剤] マッチ規則:substring ※条件付:四週間に一回投与する場合に限る。,,,
アジョビ皮下注２２５ｍｇオートインジェクター,フレマネズマブ（遺伝子組換え）,２２５ｍｇ１．５ｍＬ１キット,1190407G2020,大塚製薬,先発品,,38856,○,告示第十第一号 [フレマネズマブ製剤] マッチ規則:substring ※条件付:四週間に一回投与する場合に限る。,,,
レケンビ点滴静注２００ｍｇ,レカネマブ（遺伝子組換え）,２００ｍｇ２ｍＬ１瓶,1190408A1025,エーザイ,先発品,,38910,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
レケンビ点滴静注５００ｍｇ,レカネマブ（遺伝子組換え）,５００ｍｇ５ｍＬ１瓶,1190408A2021,エーザイ,先発品,,97277,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ケサンラ点滴静注液３５０ｍｇ,ドナネマブ（遺伝子組換え）,３５０ｍｇ２０ｍＬ１瓶,1190409A1020,日本イーライリリー,先発品,,66948,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ロゼバラミン筋注用２５ｍｇ,メコバラミン,２５ｍｇ１瓶,1190410E1024,エーザイ,先発品,,10425,○,告示第十第一号 [メコバラミン製剤] マッチ規則:substring,,,
クアルソディ髄注１００ｍｇ,トフェルセン,１００ｍｇ１５ｍＬ１瓶,1190411A1027,バイオジェン・ジャパン,先発品,,2788883,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
プロカイン塩酸塩注射液,プロカイン塩酸塩,０．５％１ｍＬ１管,1211401A1017,,,局,94,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
プロカイン塩酸塩注射液,プロカイン塩酸塩,０．５％２ｍＬ１管,1211401A2013,,,局,94,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
プロカイン塩酸塩注射液,プロカイン塩酸塩,０．５％５ｍＬ１管,1211401A3010,,,局,104,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
プロカイン塩酸塩注射液０．５％「日医工」,プロカイン塩酸塩,０．５％５ｍＬ１管,1211401A3060,日医工,,局,130,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
プロカイン塩酸塩注射液,プロカイン塩酸塩,１％１ｍＬ１管,1211401A4016,,,局,104,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
プロカイン塩酸塩注射液,プロカイン塩酸塩,１％２ｍＬ１管,1211401A5012,,,局,104,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
プロカイン塩酸塩注射液,プロカイン塩酸塩,１％５ｍＬ１管,1211401A6019,,,局,104,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
プロカイン塩酸塩注射液,プロカイン塩酸塩,１％１０ｍＬ１管,1211401A7015,,,局,94,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
プロカイン塩酸塩注射液,プロカイン塩酸塩,２％１ｍＬ１管,1211401A8011,,,局,104,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
プロカイン塩酸塩注射液,プロカイン塩酸塩,２％２ｍＬ１管,1211401A9018,,,局,104,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
プロカイン塩酸塩注射液,プロカイン塩酸塩,２％５ｍＬ１管,1211401H1015,,,局,104,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
プロカイン塩酸塩注射液,プロカイン塩酸塩,０．５％１０ｍＬ１管,1211401H3018,,,局,130,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
キシロカイン注射液「０．５％」エピレナミン（１：１００，０００）含有,リドカイン塩酸塩・アドレナリン,０．５％１０ｍＬバイアル,1214400A1022,サンドファーマ,,,118,○,告示第十第一号 [アドレナリン製剤] マッチ規則:substring,,,
キシロカイン注射液「１％」エピレナミン（１：１００，０００）含有,リドカイン塩酸塩・アドレナリン,１％１０ｍＬバイアル,1214400A2029,サンドファーマ,,,119,○,告示第十第一号 [アドレナリン製剤] マッチ規則:substring,,,
キシロカイン注射液「２％」エピレナミン（１：８０，０００）含有,リドカイン塩酸塩・アドレナリン,２％１０ｍＬバイアル,1214400A3025,サンドファーマ,,,153,○,告示第十第一号 [アドレナリン製剤] マッチ規則:substring,,,
キシロカイン注ポリアンプ０．５％,リドカイン塩酸塩,０．５％５ｍＬ１管,1214400A5052,サンドファーマ,,,63,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
リドカイン塩酸塩注０．５％「日新」,リドカイン塩酸塩,０．５％５ｍＬ１管,1214400A5060,日新製薬（山形）,,局,104,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
リドカイン塩酸塩注射液０．５％「ＶＴＲＳ」,リドカイン塩酸塩,０．５％５ｍＬ１管,1214400A5087,ヴィアトリス・ヘルスケア,,,100,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
キシロカイン注ポリアンプ０．５％,リドカイン塩酸塩,０．５％１０ｍＬ１管,1214400A6059,サンドファーマ,,,91,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
リドカイン塩酸塩注０．５％「日新」,リドカイン塩酸塩,０．５％１０ｍＬ１管,1214400A6067,日新製薬（山形）,,局,104,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
リドカイン塩酸塩注射液０．５％「ＶＴＲＳ」,リドカイン塩酸塩,０．５％１０ｍＬ１管,1214400A6083,ヴィアトリス・ヘルスケア,,,100,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
キシロカイン注ポリアンプ１％,リドカイン塩酸塩,１％５ｍＬ１管,1214400A7055,サンドファーマ,,,63,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
リドカイン塩酸塩注１％「日新」,リドカイン塩酸塩,１％５ｍＬ１管,1214400A7063,日新製薬（山形）,,局,104,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
リドカイン塩酸塩注射液１％「ＶＴＲＳ」,リドカイン塩酸塩,１％５ｍＬ１管,1214400A7080,ヴィアトリス・ヘルスケア,,,100,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
キシロカイン注ポリアンプ１％,リドカイン塩酸塩,１％１０ｍＬ１管,1214400A8051,サンドファーマ,,,84,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
リドカイン塩酸塩注１％「日新」,リドカイン塩酸塩,１％１０ｍＬ１管,1214400A8060,日新製薬（山形）,,局,104,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
リドカイン塩酸塩注射液１％「ＶＴＲＳ」,リドカイン塩酸塩,１％１０ｍＬ１管,1214400A8086,ヴィアトリス・ヘルスケア,,,91,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
キシロカイン注ポリアンプ２％,リドカイン塩酸塩,２％５ｍＬ１管,1214400A9058,サンドファーマ,,,77,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
リドカイン塩酸塩注２％「日新」,リドカイン塩酸塩,２％５ｍＬ１管,1214400A9066,日新製薬（山形）,,局,104,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
リドカイン塩酸塩注射液２％「ＶＴＲＳ」,リドカイン塩酸塩,２％５ｍＬ１管,1214400A9082,ヴィアトリス・ヘルスケア,,,98,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
キシロカイン注シリンジ０．５％,リドカイン塩酸塩,０．５％１０ｍＬ１筒,1214400G1025,ニプロ,,局,210,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
キシロカイン注シリンジ１％,リドカイン塩酸塩,１％１０ｍＬ１筒,1214400G2021,ニプロ,,局,198,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
キシロカイン注ポリアンプ２％,リドカイン塩酸塩,２％１０ｍＬ１管,1214400H1055,サンドファーマ,,,117,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
リドカイン塩酸塩注２％「日新」,リドカイン塩酸塩,２％１０ｍＬ１管,1214400H1063,日新製薬（山形）,,局,104,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
リドカイン塩酸塩注射液２％「ＶＴＲＳ」,リドカイン塩酸塩,２％１０ｍＬ１管,1214400H1080,ヴィアトリス・ヘルスケア,,,100,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
リドカイン注射液,リドカイン,０．５％１０ｍＬバイアル,1214401A1019,,,局,104,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
リドカイン注射液,リドカイン,０．５％３ｍＬ１管,1214401A2015,,,局,155,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
リドカイン注射液,リドカイン,１％１０ｍＬバイアル,1214401A3011,,,局,104,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
キシロカイン注射液１％,リドカイン,１％１０ｍＬバイアル,1214401A3020,サンドファーマ,,局,110,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
